851
572.695 2169.082 25.1833 0
577.385 2166.842 25.1337 0
581.675 2164.592 25.0986 0
589.666 2159.762 25.0532 0
600.885 2152.292 24.7 0
616.695 2139.092 24.7 0
627.625 2129.762 24.7 1
638.525 2120.642 24.7 0
648.845 2111.962 24.7 0
654.275 2107.832 24.9406 0
660.535 2103.362 24.8693 0
667.725 2100.872 24.7956 0
681.925 2099.122 24.7065 0
695.445 2098.832 25.2331 0
729.495 2098.542 29.5065 0
758.895 2098.632 32.8315 0
767.895 2098.572 33.6938 0
783.625 2098.582 35.1142 0
792.615 2098.492 35.8818 0
799.416 2098.502 36.4094 0
806.175 2098.352 36.8859 0
812.765 2098.042 37.1611 0
816.905 2097.902 37.258 0
820.416 2097.132 37.2001 0
823.525 2095.672 37.1341 0
826.445 2093.632 37.1215 0
827.805 2092.362 37.2028 0
832.305 2085.392 36.9823 0
838.135 2076.012 36.3258 0
844.965 2064.262 35.431 0
851.865 2052.582 34.4803 0
861.115 2037.152 33.0817 0
869.455 2023.692 31.6022 0
874.185 2016.092 30.6737 0
880.105 2006.572 29.4672 0
885.025 1998.932 28.4882 0
888.865 1993.052 27.744 0
893.195 1987.262 27.1249 0
896.745 1983.712 26.7682 0
901.115 1980.602 26.39 0
906.215 1978.802 26.0819 0
911.515 1977.682 25.9398 0
916.435 1977.362 25.8502 0
931.555 1977.442 25.5 0
950.495 1977.422 25.5 1
964.305 1977.422 25.5 0
974.555 1977.332 25.5 0
996.315 1977.362 25.5 0
1019.065 1976.842 26.1699 0
1048.885 1975.602 26.9183 0
1064.055 1975.392 27.1971 0
1079.515 1975.842 27.5567 0
1092.205 1977.192 27.8397 0
1105.085 1980.442 28.0984 0
1115.265 1985.212 28.2671 0
1119.705 1988.062 28.3181 0
1125.875 1992.982 28.3518 0
1131.645 1997.972 28.3679 0
1149.365 2015.742 28.077 0
1163.765 2029.752 27.8499 0
1176.305 2042.042 27.7794 0
1192.295 2057.712 27.6351 0
1213.695 2078.852 27.6353 0
1235.025 2100.002 27.4964 0
1254.465 2119.212 27.3162 0
1265.295 2129.522 27.1688 0
1276.055 2140.292 27.0833 0
1290.235 2154.292 26.8377 0
1302.655 2166.072 26.4263 0
1308.195 2169.762 26.1116 0
1314.275 2172.832 25.6461 0
1320.945 2175.252 25.1526 0
1328.075 2177.222 24.773 0
1337.825 2180.152 24.5982 0
1345.205 2183.152 24.4925 0
1349.985 2185.312 24.1429 0
1356.865 2189.262 24.1866 0
1363.485 2193.972 24.1695 0
1369.475 2198.812 24.0909 0
1375.075 2204.482 23.9424 0
1381.765 2212.002 23.6614 0
1388.385 2218.812 23.325 0
1391.845 2221.552 23.1441 0
1395.635 2224.072 22.9269 0
1399.575 2226.002 22.8147 0
1403.785 2227.562 22.7369 0
1408.285 2228.802 22.803 0
1412.885 2229.682 22.6502 0
