806
1246.155 2124.412 27.3393 0
1230.385 2108.672 27.4786 0
1224.765 2103.382 27.525 0
1221.285 2099.802 27.556 0
1216.015 2094.502 27.6019 0
1208.865 2087.572 27.6309 0
1198.175 2077.012 27.6412 0
1191.085 2069.982 27.638 0
1185.765 2064.662 27.6343 0
1182.155 2061.172 27.6409 0
1171.525 2050.642 27.7579 0
1162.585 2041.922 27.8199 0
1151.765 2031.542 27.9249 0
1144.645 2024.552 28.045 0
1137.585 2017.522 28.1641 0
1130.495 2010.322 28.2693 0
1125.225 2005.182 28.3299 0
1121.525 2001.912 28.3487 0
1117.815 1998.702 28.3594 0
1114.055 1995.942 28.3299 0
1110.195 1993.452 28.2659 0
1106.185 1991.462 28.1912 0
1101.955 1989.762 28.1031 0
1097.625 1988.372 28.0037 0
1093.065 1987.402 27.897 0
1088.416 1986.552 27.7867 0
1083.655 1985.972 27.6729 0
1078.825 1985.642 27.5557 0
1073.925 1985.342 27.4376 0
1066.555 1985.102 27.2593 0
1059.135 1985.102 27.0809 0
1046.705 1985.292 26.783 0
1039.285 1985.512 26.6067 0
1031.765 1985.812 26.4285 0
1024.255 1986.182 26.2557 0
1016.785 1986.452 26.0865 0
1011.825 1986.722 25.9915 0
1001.815 1986.862 25.6523 0
996.855 1986.982 25.5 0
992.145 1987.112 25.5 0
983.805 1987.072 25.5 0
975.485 1987.062 25.5 0
959.905 1986.992 25.5 1
946.416 1987.012 25.5 0
921.365 1987.002 25.5 0
914.745 1987.042 25.8854 0
910.875 1987.532 25.9903 0
906.075 1989.252 26.3307 0
901.365 1992.802 26.9266 0
896.725 1998.792 27.7049 0
892.365 2005.142 28.5995 0
887.235 2013.332 29.6783 0
875.985 2031.422 31.9291 0
865.695 2048.222 33.6644 0
855.135 2066.122 35.191 0
841.735 2088.402 36.8539 0
835.605 2097.982 37.2196 0
834.015 2099.832 37.1654 0
832.225 2101.362 37.111 0
830.195 2102.842 37.11 0
828.395 2104.012 37.1363 0
826.435 2105.082 37.1625 0
824.265 2106.032 37.1896 0
821.945 2106.722 37.2165 0
819.505 2107.262 37.2431 0
816.765 2107.542 37.2727 0
808.025 2107.932 36.9997 0
796.105 2108.152 36.1701 0
782.045 2108.162 34.9777 0
767.225 2108.172 33.632 0
752.955 2108.232 32.2504 0
740.485 2108.282 30.8623 0
729.825 2108.322 29.5258 0
720.166 2108.372 28.1433 0
704.815 2108.362 26.0927 0
691.855 2108.422 24.9501 0
682.765 2108.612 24.7167 0
678.645 2108.882 24.7158 0
674.175 2109.442 24.7451 0
670.275 2110.442 24.7915 0
664.705 2112.412 24.8618 0
661.255 2114.582 24.9116 0
656.605 2118.122 25.0019 0
655.055 2119.462 24.7 0
633.735 2137.252 24.7 1
622.705 2146.662 24.7 0
607.135 2159.642 24.7 0
599.645 2164.762 25.0458 0
591.545 2170.092 25.0537 0
587.075 2172.492 25.0722 0
579.215 2176.122 25.1274 0
574.125 2178.022 25.1747 0
568.975 2179.772 25.2294 0
563.666 2181.032 25.2914 0
558.515 2182.212 25.3549 0
553.185 2183.122 25.4238 0
547.785 2183.682 25.4936 0
542.416 2184.042 25.562 0
536.905 2184.042 25.6303 0
531.535 2183.742 25.6923 0
526.155 2183.002 25.748 0
520.825 2182.102 25.7954 0
515.525 2180.882 25.8315 0
510.305 2179.502 25.8559 0
504.885 2177.972 25.8159 0
498.245 2175.532 25.852 0
489.325 2172.272 25.852 0
481.335 2169.462 25.852 0
473.375 2166.592 25.852 0
470.485 2165.522 25.852 0
466.535 2164.072 25.852 0
462.555 2162.652 25.852 0
458.595 2161.192 25.852 0
450.655 2158.382 25.852 0
443.765 2155.852 25.852 0
435.785 2153.012 25.852 0
428.885 2150.492 25.852 0
420.935 2147.702 25.852 0
414.065 2145.212 25.852 0
409.115 2143.402 25.852 0
405.135 2142.002 25.852 0
398.166 2139.482 25.852 0
390.275 2136.622 25.852 0
383.315 2134.172 25.852 0
375.395 2131.262 25.852 0
371.455 2129.842 25.852 0
363.505 2127.002 25.852 0
355.605 2124.082 25.852 0
347.735 2121.302 25.852 0
336.835 2117.372 25.852 0
329.855 2114.842 25.852 0
325.916 2113.422 25.852 0
318.005 2110.562 25.852 0
314.065 2109.202 25.852 0
305.115 2105.942 25.852 0
299.185 2103.792 25.852 0
287.315 2099.562 25.9931 0
275.425 2095.332 25.9931 0
259.025 2089.502 25.9931 0
253.565 2087.462 25.9931 0
244.035 2084.062 25.9931 0
234.635 2080.842 25.8667 0
225.475 2077.682 25.8672 0
216.585 2074.832 25.8667 0
207.666 2071.872 25.8667 0
198.916 2069.112 25.8667 0
190.455 2066.542 25.8667 0
182.245 2063.972 25.8672 0
174.105 2061.662 25.8672 0
166.105 2059.572 25.8672 0
158.175 2057.762 25.8672 0
150.315 2056.002 25.8667 0
142.545 2054.502 25.8672 0
134.805 2053.272 25.8672 0
127.035 2052.382 25.8667 0
119.245 2051.782 25.8667 0
111.345 2051.522 25.8672 0
103.325 2051.432 25.8647 0
91.825 2051.372 25.8649 0
79.525 2051.452 25.8649 0
66.765 2051.482 25.8649 0
53.815 2051.572 25.8649 0
41.015 2051.642 25.8649 0
28.685 2051.592 25.8649 0
18.745 2051.672 25.8649 0
8.5249999999996 2051.682 25.8649 0
-1.6149999999998 2051.652 25.8649 0
-11.565 2051.682 25.9387 0
-21.055 2051.702 25.9513 0
-29.875 2051.702 25.9592 0
-37.885 2051.792 25.9621 0
-44.795 2051.742 25.9617 0
-48.695 2051.702 25.9617 0
-53.215 2051.532 25.9617 0
-58.155 2051.142 25.9622 0
-63.405 2050.682 25.9617 0
-68.775 2049.892 25.9617 0
-74.115 2048.852 25.9622 0
-79.435 2047.592 25.9612 0
